optimizer,activation,initializer,loss,final_loss,final_accuracy
Nesterov,GELU,LeCun,Huber,0.04508595140196525,0.08093333333333333
Nesterov,Mish,Random,CrossEntropy,2.302590783021437,0.09865
Nesterov,Mish,Random,MSE,0.08999969008838116,0.11015
Nesterov,Mish,Random,MAE,0.1800009132623236,0.07115
Nesterov,Mish,Random,Huber,0.04500029719353853,0.06305
Nesterov,Mish,Xavier,CrossEntropy,2.3136491026344292,0.10918333333333333
Nesterov,Mish,Xavier,MSE,0.09014354070524812,0.07411666666666666
Nesterov,Mish,Xavier,MAE,0.18035322148962474,0.0663
Nesterov,Mish,Xavier,Huber,0.044990653750269664,0.13096666666666668
Nesterov,Mish,He,CrossEntropy,2.37869422789479,0.11865
Nesterov,Mish,He,MSE,0.09130804954086154,0.10568333333333334
Nesterov,Mish,He,MAE,0.17991339375686402,0.15076666666666666
Nesterov,Mish,He,Huber,0.04561952520514278,0.10601666666666666
Nesterov,Mish,LeCun,CrossEntropy,2.3183886082388563,0.10716666666666666
Nesterov,Mish,LeCun,MSE,0.08993886750595799,0.13758333333333334
Nesterov,Mish,LeCun,MAE,0.17997038595437062,0.13251666666666667
Nesterov,Mish,LeCun,Huber,0.044988497024152495,0.12185
Nesterov,Sigmoid,Random,CrossEntropy,2.303968434050552,0.09866666666666667
Nesterov,Sigmoid,Random,MSE,0.09000074803221506,0.09863333333333334
Nesterov,Sigmoid,Random,MAE,0.1800191504045647,0.0896
Nesterov,Sigmoid,Random,Huber,0.04500449224763825,0.10396666666666667
Nesterov,Sigmoid,Xavier,CrossEntropy,2.4220672290615437,0.10178333333333334
Nesterov,Sigmoid,Xavier,MSE,0.09223772604911394,0.0987
Nesterov,Sigmoid,Xavier,MAE,0.18005579710146447,0.10616666666666667
Nesterov,Sigmoid,Xavier,Huber,0.04564917401287952,0.10178333333333334
Nesterov,Sigmoid,He,CrossEntropy,2.528120562668209,0.14238333333333333
Nesterov,Sigmoid,He,MSE,0.09321325707175694,0.10396666666666667
Nesterov,Sigmoid,He,MAE,0.1801110225770676,0.09875
Nesterov,Sigmoid,He,Huber,0.04727649733678416,0.10396666666666667
Nesterov,Sigmoid,LeCun,CrossEntropy,2.512173686587668,0.11208333333333333
Nesterov,Sigmoid,LeCun,MSE,0.09070692019407377,0.09835
Nesterov,Sigmoid,LeCun,MAE,0.1799760414844942,0.10038333333333334
Nesterov,Sigmoid,LeCun,Huber,0.04588706321672048,0.0864
Nesterov,Tanh,Random,CrossEntropy,2.3026102003001676,0.08536666666666666
Nesterov,Tanh,Random,MSE,0.08999976987954744,0.09678333333333333
Nesterov,Tanh,Random,MAE,0.17999748605181246,0.14528333333333332
Nesterov,Tanh,Random,Huber,0.04499969529883035,0.16065
Nesterov,Tanh,Xavier,CrossEntropy,2.30823334980868,0.12453333333333333
Nesterov,Tanh,Xavier,MSE,0.09114161657692021,0.07223333333333333
Nesterov,Tanh,Xavier,MAE,0.17995928885366108,0.09823333333333334
Nesterov,Tanh,Xavier,Huber,0.04522006466561144,0.08981666666666667
Nesterov,Tanh,He,CrossEntropy,2.3949280077990855,0.12238333333333333
Nesterov,Tanh,He,MSE,0.09377695461100352,0.08741666666666667
Nesterov,Tanh,He,MAE,0.1816470608943154,0.05951666666666667
Nesterov,Tanh,He,Huber,0.046600960396590056,0.10966666666666666
Nesterov,Tanh,LeCun,CrossEntropy,2.375463162268412,0.06278333333333333
Nesterov,Tanh,LeCun,MSE,0.09035362736249426,0.10161666666666666
Nesterov,Tanh,LeCun,MAE,0.1797620920128342,0.1065
Nesterov,Tanh,LeCun,Huber,0.046236009960193405,0.0567
AdaGrad,ReLU,Random,CrossEntropy,2.2944911715789202,0.16758333333333333
AdaGrad,ReLU,Random,MSE,0.08999854782073652,0.11343333333333333
AdaGrad,ReLU,Random,MAE,0.17999834715943433,0.11208333333333333
AdaGrad,ReLU,Random,Huber,0.04490703603377503,0.22473333333333334
AdaGrad,ReLU,Xavier,CrossEntropy,1.9627683707838766,0.34896666666666665
AdaGrad,ReLU,Xavier,MSE,0.0882096663000908,0.2946666666666667
AdaGrad,ReLU,Xavier,MAE,0.17819541627759852,0.09981666666666666
AdaGrad,ReLU,Xavier,Huber,0.040317737132012074,0.50225
AdaGrad,ReLU,He,CrossEntropy,1.8525422730109864,0.4550666666666667
AdaGrad,ReLU,He,MSE,0.0870083666612104,0.2078
AdaGrad,ReLU,He,MAE,0.17580427936046514,0.1412
AdaGrad,ReLU,He,Huber,0.04043069713190307,0.32661666666666667
AdaGrad,ReLU,LeCun,CrossEntropy,2.027684129976404,0.27815
AdaGrad,ReLU,LeCun,MSE,0.08895821242810716,0.18758333333333332
AdaGrad,ReLU,LeCun,MAE,0.1787335511631275,0.17975
AdaGrad,ReLU,LeCun,Huber,0.0395666727251921,0.4225333333333333
AdaGrad,LeakyReLU,Random,CrossEntropy,2.294179627877342,0.16146666666666668
AdaGrad,LeakyReLU,Random,MSE,0.08999827149966697,0.11208333333333333
AdaGrad,LeakyReLU,Random,MAE,0.17999793473679576,0.11208333333333333
AdaGrad,LeakyReLU,Random,Huber,0.0449068115073623,0.10038333333333334
AdaGrad,LeakyReLU,Xavier,CrossEntropy,1.9742215732984307,0.33386666666666664
AdaGrad,LeakyReLU,Xavier,MSE,0.08886287590545357,0.1541
AdaGrad,LeakyReLU,Xavier,MAE,0.17834252162180186,0.1625
AdaGrad,LeakyReLU,Xavier,Huber,0.04105757274995298,0.481
AdaGrad,LeakyReLU,He,CrossEntropy,1.7752437130426677,0.4810833333333333
AdaGrad,LeakyReLU,He,MSE,0.08576784894063834,0.30151666666666666
AdaGrad,LeakyReLU,He,MAE,0.17672741742513384,0.1733
AdaGrad,LeakyReLU,He,Huber,0.043122034422777594,0.2116
AdaGrad,LeakyReLU,LeCun,CrossEntropy,1.9686252755550813,0.53635
AdaGrad,LeakyReLU,LeCun,MSE,0.08911837930706436,0.1469
AdaGrad,LeakyReLU,LeCun,MAE,0.17797652876458145,0.25125
AdaGrad,LeakyReLU,LeCun,Huber,0.04129247698685556,0.4735
AdaGrad,PReLU,Random,CrossEntropy,2.2909430163130824,0.21093333333333333
AdaGrad,PReLU,Random,MSE,0.08999849667326353,0.11208333333333333
AdaGrad,PReLU,Random,MAE,0.17999795413068304,0.11216666666666666
AdaGrad,PReLU,Random,Huber,0.04486919996470351,0.3385166666666667
AdaGrad,PReLU,Xavier,CrossEntropy,1.79874231736367,0.5134333333333333
AdaGrad,PReLU,Xavier,MSE,0.08861433703202945,0.23981666666666668
AdaGrad,PReLU,Xavier,MAE,0.17808733114586048,0.24993333333333334
AdaGrad,PReLU,Xavier,Huber,0.036023337383211194,0.6277
AdaGrad,PReLU,He,CrossEntropy,2.019030248120446,0.38638333333333336
AdaGrad,PReLU,He,MSE,0.09034681573316697,0.11755
AdaGrad,PReLU,He,MAE,0.17555277133453248,0.19686666666666666
AdaGrad,PReLU,He,Huber,0.037053455240312616,0.42573333333333335
AdaGrad,PReLU,LeCun,CrossEntropy,1.739400120820377,0.4645
AdaGrad,PReLU,LeCun,MSE,0.08837322392981939,0.22286666666666666
AdaGrad,PReLU,LeCun,MAE,0.1778406494262393,0.20536666666666667
AdaGrad,PReLU,LeCun,Huber,0.038133587872577396,0.5369833333333334
AdaGrad,ELU,Random,CrossEntropy,2.283827214258794,0.39061666666666667
AdaGrad,ELU,Random,MSE,0.08999739123161628,0.11613333333333334
AdaGrad,ELU,Random,MAE,0.1799979914023604,0.11886666666666666
AdaGrad,ELU,Random,Huber,0.04479425493170464,0.49443333333333334
AdaGrad,ELU,Xavier,CrossEntropy,1.5811484664675086,0.4128
AdaGrad,ELU,Xavier,MSE,0.0862509566306468,0.2907666666666667
AdaGrad,ELU,Xavier,MAE,0.16998337323104865,0.2355
AdaGrad,ELU,Xavier,Huber,0.04563407363433925,0.24726666666666666
AdaGrad,ELU,He,CrossEntropy,2.1438000332767833,0.39705
AdaGrad,ELU,He,MSE,0.08888223288301289,0.1669
AdaGrad,ELU,He,MAE,0.1561519458604157,0.37385
AdaGrad,ELU,He,Huber,0.03909821072797294,0.3486166666666667
AdaGrad,ELU,LeCun,CrossEntropy,1.52694653506921,0.5839333333333333
AdaGrad,ELU,LeCun,MSE,0.0862817043233991,0.3291
AdaGrad,ELU,LeCun,MAE,0.17454378573826998,0.3445166666666667
AdaGrad,ELU,LeCun,Huber,0.03300361622915489,0.5433333333333333
AdaGrad,Swish,Random,CrossEntropy,2.296822905934838,0.23088333333333333
AdaGrad,Swish,Random,MSE,0.08999864725717915,0.11208333333333333
AdaGrad,Swish,Random,MAE,0.1799986804546705,0.11208333333333333
AdaGrad,Swish,Random,Huber,0.044919192952918845,0.32413333333333333
AdaGrad,Swish,Xavier,CrossEntropy,1.8681740829424205,0.5976833333333333
AdaGrad,Swish,Xavier,MSE,0.08972722275406518,0.14838333333333334
AdaGrad,Swish,Xavier,MAE,0.17989116556377646,0.10065
AdaGrad,Swish,Xavier,Huber,0.03948371316484029,0.4623833333333333
AdaGrad,Swish,He,CrossEntropy,2.0539858894787795,0.26875
AdaGrad,Swish,He,MSE,0.08659715311911925,0.234
AdaGrad,Swish,He,MAE,0.17704976577816045,0.1817
AdaGrad,Swish,He,Huber,0.03545414059447426,0.5118333333333334
AdaGrad,Swish,LeCun,CrossEntropy,1.8597665132410761,0.5991
AdaGrad,Swish,LeCun,MSE,0.08952860367804748,0.2052
AdaGrad,Swish,LeCun,MAE,0.17953051150809343,0.1554
AdaGrad,Swish,LeCun,Huber,0.03913071596150447,0.4800333333333333
AdaGrad,GELU,Random,CrossEntropy,2.2952553133744207,0.25688333333333335
AdaGrad,GELU,Random,MSE,0.0899984080228161,0.11208333333333333
AdaGrad,GELU,Random,MAE,0.1799977262503144,0.11208333333333333
AdaGrad,GELU,Random,Huber,0.04493452849749608,0.24158333333333334
AdaGrad,GELU,Xavier,CrossEntropy,1.8811564237873388,0.47885
AdaGrad,GELU,Xavier,MSE,0.08829827685501662,0.37985
AdaGrad,GELU,Xavier,MAE,0.17756765052153733,0.24243333333333333
AdaGrad,GELU,Xavier,Huber,0.03887961738787888,0.6088166666666667
AdaGrad,GELU,He,CrossEntropy,1.7723795715095365,0.41778333333333334
AdaGrad,GELU,He,MSE,0.08272390745346311,0.4127166666666667
AdaGrad,GELU,He,MAE,0.16552500133644985,0.21003333333333332
AdaGrad,GELU,He,Huber,0.04149166875218783,0.31545
AdaGrad,GELU,LeCun,CrossEntropy,1.821639283559028,0.6933166666666667
AdaGrad,GELU,LeCun,MSE,0.08723683613093887,0.36388333333333334
AdaGrad,GELU,LeCun,MAE,0.17774257636177043,0.3264666666666667
AdaGrad,GELU,LeCun,Huber,0.0388269682735463,0.5673833333333334
AdaGrad,Mish,Random,CrossEntropy,2.293285145985155,0.31495
AdaGrad,Mish,Random,MSE,0.0899987449716762,0.11208333333333333
AdaGrad,Mish,Random,MAE,0.17999768585429846,0.11208333333333333
AdaGrad,Mish,Random,Huber,0.044898015540160166,0.3352833333333333
AdaGrad,Mish,Xavier,CrossEntropy,1.8493792182117672,0.44395
AdaGrad,Mish,Xavier,MSE,0.0885450568204932,0.2597
AdaGrad,Mish,Xavier,MAE,0.17839521073119277,0.18045
AdaGrad,Mish,Xavier,Huber,0.03994572136373674,0.4574666666666667
AdaGrad,Mish,He,CrossEntropy,1.9601243693694472,0.2996
AdaGrad,Mish,He,MSE,0.08822726224374913,0.24235
AdaGrad,Mish,He,MAE,0.1734275054983462,0.2659
AdaGrad,Mish,He,Huber,0.04071005798573658,0.30783333333333335
AdaGrad,Mish,LeCun,CrossEntropy,1.87428087035757,0.36205
AdaGrad,Mish,LeCun,MSE,0.08939929788601245,0.21626666666666666
AdaGrad,Mish,LeCun,MAE,0.17806087992021888,0.24086666666666667
AdaGrad,Mish,LeCun,Huber,0.039216451173218383,0.4806666666666667
AdaGrad,Sigmoid,Random,CrossEntropy,2.3500237738464707,0.11208333333333333
AdaGrad,Sigmoid,Random,MSE,0.08999244625612982,0.10396666666666667
AdaGrad,Sigmoid,Random,MAE,0.17996814441171688,0.10396666666666667
AdaGrad,Sigmoid,Random,Huber,0.045316154120585934,0.11208333333333333
AdaGrad,Sigmoid,Xavier,CrossEntropy,2.280593264185521,0.1824
AdaGrad,Sigmoid,Xavier,MSE,0.0911115016489336,0.13095
AdaGrad,Sigmoid,Xavier,MAE,0.18009001551116902,0.09863333333333334
AdaGrad,Sigmoid,Xavier,Huber,0.04502633530212273,0.1489
AdaGrad,Sigmoid,He,CrossEntropy,2.274699442424669,0.1708
AdaGrad,Sigmoid,He,MSE,0.09133985168882038,0.11441666666666667
AdaGrad,Sigmoid,He,MAE,0.1787933363740542,0.11208333333333333
AdaGrad,Sigmoid,He,Huber,0.04576533678973255,0.0976
AdaGrad,Sigmoid,LeCun,CrossEntropy,2.299248699684624,0.09863333333333334
AdaGrad,Sigmoid,LeCun,MSE,0.0917268411528272,0.11208333333333333
AdaGrad,Sigmoid,LeCun,MAE,0.17990384816929814,0.09866666666666667
AdaGrad,Sigmoid,LeCun,Huber,0.04542589684643176,0.09863333333333334
AdaGrad,Tanh,Random,CrossEntropy,2.2839687200635366,0.31325
AdaGrad,Tanh,Random,MSE,0.08999886572015649,0.1139
AdaGrad,Tanh,Random,MAE,0.1799967807044692,0.1123
AdaGrad,Tanh,Random,Huber,0.04481414737744865,0.3707666666666667
AdaGrad,Tanh,Xavier,CrossEntropy,1.4214323463394383,0.6214833333333334
AdaGrad,Tanh,Xavier,MSE,0.08582890826823425,0.25708333333333333
AdaGrad,Tanh,Xavier,MAE,0.17449212417958226,0.3262833333333333
AdaGrad,Tanh,Xavier,Huber,0.03841961534628924,0.3480333333333333
AdaGrad,Tanh,He,CrossEntropy,2.382348156245827,0.417
AdaGrad,Tanh,He,MSE,0.08920334707281667,0.19875
AdaGrad,Tanh,He,MAE,0.16926930750508093,0.24308333333333335
AdaGrad,Tanh,He,Huber,0.0442492384812785,0.26608333333333334
AdaGrad,Tanh,LeCun,CrossEntropy,1.9861181784766582,0.3125
AdaGrad,Tanh,LeCun,MSE,0.08500414225786324,0.36846666666666666
AdaGrad,Tanh,LeCun,MAE,0.17358158947183872,0.26763333333333333
AdaGrad,Tanh,LeCun,Huber,0.03519462007467265,0.49378333333333335
RMSProp,ReLU,Random,CrossEntropy,2.3007667550306805,0.26703333333333334
RMSProp,ReLU,Random,MSE,0.08999973247346342,0.11525
RMSProp,ReLU,Random,MAE,0.1800008614237867,0.1218
RMSProp,ReLU,Random,Huber,0.04497434160667836,0.3668666666666667
RMSProp,ReLU,Xavier,CrossEntropy,2.1236101837658623,0.4261
RMSProp,ReLU,Xavier,MSE,0.09110165481496216,0.0876
RMSProp,ReLU,Xavier,MAE,0.17964939892200585,0.13425
RMSProp,ReLU,Xavier,Huber,0.043171253156168266,0.41335
RMSProp,ReLU,He,CrossEntropy,2.0344774526560148,0.40903333333333336
RMSProp,ReLU,He,MSE,0.091304498041082,0.08728333333333334
RMSProp,ReLU,He,MAE,0.1796763361670161,0.10636666666666666
RMSProp,ReLU,He,Huber,0.04311973406663666,0.26261666666666666
RMSProp,ReLU,LeCun,CrossEntropy,2.138523824517107,0.41091666666666665
RMSProp,ReLU,LeCun,MSE,0.09006863151248967,0.13361666666666666
RMSProp,ReLU,LeCun,MAE,0.17999659965003995,0.07478333333333333
RMSProp,ReLU,LeCun,Huber,0.04271068702074062,0.39768333333333333
RMSProp,LeakyReLU,Random,CrossEntropy,2.2999766604863754,0.2594666666666667
RMSProp,LeakyReLU,Random,MSE,0.09000031042958333,0.10276666666666667
RMSProp,LeakyReLU,Random,MAE,0.17999856567318476,0.16246666666666668
RMSProp,LeakyReLU,Random,Huber,0.044980353414148834,0.17741666666666667
RMSProp,LeakyReLU,Xavier,CrossEntropy,2.1241701920726666,0.39285
RMSProp,LeakyReLU,Xavier,MSE,0.0900450129097847,0.10675
RMSProp,LeakyReLU,Xavier,MAE,0.17923212598107882,0.13266666666666665
RMSProp,LeakyReLU,Xavier,Huber,0.042825355025067985,0.31195
RMSProp,LeakyReLU,He,CrossEntropy,2.0580539334465415,0.38965
RMSProp,LeakyReLU,He,MSE,0.09255718629795952,0.0858
RMSProp,LeakyReLU,He,MAE,0.18074905157259458,0.07951666666666667
RMSProp,LeakyReLU,He,Huber,0.04207223150488719,0.3468
RMSProp,LeakyReLU,LeCun,CrossEntropy,2.1319848801724404,0.32916666666666666
RMSProp,LeakyReLU,LeCun,MSE,0.09019813464565518,0.11418333333333333
RMSProp,LeakyReLU,LeCun,MAE,0.17968381670923994,0.1082
RMSProp,LeakyReLU,LeCun,Huber,0.042449638418367484,0.44526666666666664
RMSProp,PReLU,Random,CrossEntropy,2.299159552034038,0.34303333333333336
RMSProp,PReLU,Random,MSE,0.08999858763072129,0.16485
RMSProp,PReLU,Random,MAE,0.179999685053551,0.1085
RMSProp,PReLU,Random,Huber,0.04496028376301303,0.3331
RMSProp,PReLU,Xavier,CrossEntropy,2.0731427746690314,0.4845333333333333
RMSProp,PReLU,Xavier,MSE,0.08971107980045359,0.14918333333333333
RMSProp,PReLU,Xavier,MAE,0.17993856062860072,0.10516666666666667
RMSProp,PReLU,Xavier,Huber,0.042486648804759046,0.43483333333333335
RMSProp,PReLU,He,CrossEntropy,1.9064371535909794,0.462
RMSProp,PReLU,He,MSE,0.091790749259943,0.10311666666666666
RMSProp,PReLU,He,MAE,0.17901849892559019,0.09993333333333333
RMSProp,PReLU,He,Huber,0.04192198488821473,0.27608333333333335
RMSProp,PReLU,LeCun,CrossEntropy,2.036141802047569,0.58475
RMSProp,PReLU,LeCun,MSE,0.09067372374891929,0.10278333333333334
RMSProp,PReLU,LeCun,MAE,0.18035024956483628,0.08441666666666667
RMSProp,PReLU,LeCun,Huber,0.041342208389643566,0.54805
RMSProp,ELU,Random,CrossEntropy,2.2957290121820977,0.4560166666666667
RMSProp,ELU,Random,MSE,0.09000083105870549,0.059583333333333335
RMSProp,ELU,Random,MAE,0.17999989302764483,0.09918333333333333
RMSProp,ELU,Random,Huber,0.04493001813404805,0.44456666666666667
RMSProp,ELU,Xavier,CrossEntropy,1.9239486079188186,0.48396666666666666
RMSProp,ELU,Xavier,MSE,0.09091468283046532,0.10576666666666666
RMSProp,ELU,Xavier,MAE,0.1793972399020406,0.12088333333333333
RMSProp,ELU,Xavier,Huber,0.03981505066774994,0.4053833333333333
RMSProp,ELU,He,CrossEntropy,1.8050307057274826,0.48386666666666667
RMSProp,ELU,He,MSE,0.09155424435828141,0.13033333333333333
RMSProp,ELU,He,MAE,0.1785654264178522,0.16291666666666665
RMSProp,ELU,He,Huber,0.04044036014986513,0.33148333333333335
RMSProp,ELU,LeCun,CrossEntropy,1.9366812375844165,0.39918333333333333
RMSProp,ELU,LeCun,MSE,0.08993978963723064,0.11513333333333334
RMSProp,ELU,LeCun,MAE,0.17997987542441135,0.08978333333333334
RMSProp,ELU,LeCun,Huber,0.03965068192128929,0.5131333333333333
RMSProp,Swish,Random,CrossEntropy,2.3005553567453765,0.37816666666666665
RMSProp,Swish,Random,MSE,0.08999970093692156,0.11113333333333333
RMSProp,Swish,Random,MAE,0.18000003791651129,0.11295
RMSProp,Swish,Random,Huber,0.044983020418354884,0.3118
RMSProp,Swish,Xavier,CrossEntropy,2.152907762133493,0.3448833333333333
RMSProp,Swish,Xavier,MSE,0.0900772296514736,0.12048333333333333
RMSProp,Swish,Xavier,MAE,0.17976300934714542,0.10286666666666666
RMSProp,Swish,Xavier,Huber,0.043432095225904126,0.46575
RMSProp,Swish,He,CrossEntropy,2.053635990734526,0.41691666666666666
RMSProp,Swish,He,MSE,0.09045774267725058,0.09628333333333333
RMSProp,Swish,He,MAE,0.1797678390997318,0.10273333333333333
RMSProp,Swish,He,Huber,0.0417460635246204,0.35746666666666665
RMSProp,Swish,LeCun,CrossEntropy,2.150073702339509,0.46226666666666666
RMSProp,Swish,LeCun,MSE,0.09001158583154895,0.07945
RMSProp,Swish,LeCun,MAE,0.18007014361853285,0.08795
RMSProp,Swish,LeCun,Huber,0.043394654603183605,0.3728666666666667
RMSProp,GELU,Random,CrossEntropy,2.300518202243204,0.3794
RMSProp,GELU,Random,MSE,0.08999973061158713,0.14995
RMSProp,GELU,Random,MAE,0.17999979283112996,0.1259
RMSProp,GELU,Random,Huber,0.04497912222751175,0.36825
RMSProp,GELU,Xavier,CrossEntropy,2.141664475499716,0.40968333333333334
RMSProp,GELU,Xavier,MSE,0.08999606158180325,0.10703333333333333
RMSProp,GELU,Xavier,MAE,0.17964978909368184,0.11001666666666667
RMSProp,GELU,Xavier,Huber,0.043096194263552295,0.49706666666666666
RMSProp,GELU,He,CrossEntropy,2.0136134672402206,0.3938833333333333
RMSProp,GELU,He,MSE,0.08944054438970535,0.12261666666666667
RMSProp,GELU,He,MAE,0.17995412275404224,0.11085
RMSProp,GELU,He,Huber,0.04101003774805336,0.40925
RMSProp,GELU,LeCun,CrossEntropy,2.1502413775953477,0.5067
RMSProp,GELU,LeCun,MSE,0.09025874068088012,0.09586666666666667
RMSProp,GELU,LeCun,MAE,0.1795560622871995,0.11973333333333333
RMSProp,GELU,LeCun,Huber,0.04315092473806361,0.45013333333333333
RMSProp,Mish,Random,CrossEntropy,2.2998346629381126,0.40881666666666666
RMSProp,Mish,Random,MSE,0.09000033736954656,0.1232
RMSProp,Mish,Random,MAE,0.18000006657135406,0.08186666666666667
RMSProp,Mish,Random,Huber,0.04497400499192473,0.3431166666666667
RMSProp,Mish,Xavier,CrossEntropy,2.1357328733563685,0.46976666666666667
RMSProp,Mish,Xavier,MSE,0.08984051965770544,0.1588
RMSProp,Mish,Xavier,MAE,0.1795496882368675,0.12555
RMSProp,Mish,Xavier,Huber,0.042958621285626934,0.43648333333333333
RMSProp,Mish,He,CrossEntropy,2.1577883121284054,0.2332
RMSProp,Mish,He,MSE,0.08980142691789504,0.15001666666666666
RMSProp,Mish,He,MAE,0.1786735170414397,0.1287
RMSProp,Mish,He,Huber,0.04200651072306557,0.3469833333333333
RMSProp,Mish,LeCun,CrossEntropy,2.1439562303043673,0.34458333333333335
RMSProp,Mish,LeCun,MSE,0.09014590051576186,0.12043333333333334
RMSProp,Mish,LeCun,MAE,0.18009674261936626,0.08133333333333333
RMSProp,Mish,LeCun,Huber,0.04374946864525606,0.2588
RMSProp,Sigmoid,Random,CrossEntropy,2.302720823695453,0.10396666666666667
RMSProp,Sigmoid,Random,MSE,0.0900070513183054,0.09858333333333333
RMSProp,Sigmoid,Random,MAE,0.1800108759017205,0.0896
RMSProp,Sigmoid,Random,Huber,0.04500937182155498,0.10396666666666667
RMSProp,Sigmoid,Xavier,CrossEntropy,2.328082407315777,0.0896
RMSProp,Sigmoid,Xavier,MSE,0.09211294650395485,0.0896
RMSProp,Sigmoid,Xavier,MAE,0.18027540395488784,0.08748333333333333
RMSProp,Sigmoid,Xavier,Huber,0.04559555779569901,0.1379
RMSProp,Sigmoid,He,CrossEntropy,2.438265933358093,0.09866666666666667
RMSProp,Sigmoid,He,MSE,0.09145808144265712,0.10038333333333334
RMSProp,Sigmoid,He,MAE,0.18013054793310887,0.0976
RMSProp,Sigmoid,He,Huber,0.045389510847334086,0.19411666666666666
RMSProp,Sigmoid,LeCun,CrossEntropy,2.33071374866183,0.09863333333333334
RMSProp,Sigmoid,LeCun,MSE,0.09057264940995864,0.09303333333333333
RMSProp,Sigmoid,LeCun,MAE,0.1797963582069616,0.11203333333333333
RMSProp,Sigmoid,LeCun,Huber,0.04494867199344768,0.18386666666666668
RMSProp,Tanh,Random,CrossEntropy,2.2952591068908834,0.46845
RMSProp,Tanh,Random,MSE,0.09000197249738297,0.08051666666666667
RMSProp,Tanh,Random,MAE,0.17999824448631918,0.10411666666666666
RMSProp,Tanh,Random,Huber,0.04490960722458845,0.45258333333333334
RMSProp,Tanh,Xavier,CrossEntropy,1.846225315777404,0.5172666666666667
RMSProp,Tanh,Xavier,MSE,0.08941098215141592,0.15595
RMSProp,Tanh,Xavier,MAE,0.17813997804204176,0.15775
RMSProp,Tanh,Xavier,Huber,0.03988453164718511,0.56525
RMSProp,Tanh,He,CrossEntropy,1.770563392339278,0.4607833333333333
RMSProp,Tanh,He,MSE,0.0929421848195897,0.10911666666666667
RMSProp,Tanh,He,MAE,0.18058824305073148,0.11431666666666666
RMSProp,Tanh,He,Huber,0.044681447120626896,0.22978333333333334
RMSProp,Tanh,LeCun,CrossEntropy,1.8871118295747198,0.46641666666666665
RMSProp,Tanh,LeCun,MSE,0.08992888036088606,0.12448333333333333
RMSProp,Tanh,LeCun,MAE,0.1780658172599904,0.15828333333333333
RMSProp,Tanh,LeCun,Huber,0.03974404751583603,0.4108833333333333
Adam,ReLU,Random,CrossEntropy,2.3020883553669864,0.34726666666666667
Adam,ReLU,Random,MSE,0.08999909266206021,0.10966666666666666
Adam,ReLU,Random,MAE,0.18000082797582057,0.1706
Adam,ReLU,Random,Huber,0.044992672437061995,0.28276666666666667
Adam,ReLU,Xavier,CrossEntropy,2.239872428602449,0.17061666666666667
Adam,ReLU,Xavier,MSE,0.09052363236467248,0.0974
Adam,ReLU,Xavier,MAE,0.17950098278905324,0.16503333333333334
Adam,ReLU,Xavier,Huber,0.044476535389412646,0.16781666666666667
Adam,ReLU,He,CrossEntropy,2.207863383013502,0.19235
Adam,ReLU,He,MSE,0.09145812512626025,0.11336666666666667
Adam,ReLU,He,MAE,0.18016280338280993,0.07908333333333334
Adam,ReLU,He,Huber,0.04369269972237976,0.2548
Adam,ReLU,LeCun,CrossEntropy,2.2261263663816275,0.26976666666666665
Adam,ReLU,LeCun,MSE,0.09044280871591406,0.06646666666666666
Adam,ReLU,LeCun,MAE,0.17942468060414962,0.16968333333333332
Adam,ReLU,LeCun,Huber,0.04453333644384864,0.17873333333333333
Adam,LeakyReLU,Random,CrossEntropy,2.301613292532053,0.2437
Adam,LeakyReLU,Random,MSE,0.08999999774225514,0.11411666666666667
Adam,LeakyReLU,Random,MAE,0.18000080969622684,0.06526666666666667
Adam,LeakyReLU,Random,Huber,0.04499315382034736,0.32625
Adam,LeakyReLU,Xavier,CrossEntropy,2.2269968447216257,0.2693
Adam,LeakyReLU,Xavier,MSE,0.09016623154846744,0.13608333333333333
Adam,LeakyReLU,Xavier,MAE,0.17996326838432883,0.08708333333333333
Adam,LeakyReLU,Xavier,Huber,0.044439001405858304,0.23401666666666668
Adam,LeakyReLU,He,CrossEntropy,2.187432697464776,0.2003
Adam,LeakyReLU,He,MSE,0.0915524163305365,0.11338333333333334
Adam,LeakyReLU,He,MAE,0.17938387061014227,0.13976666666666668
Adam,LeakyReLU,He,Huber,0.04331280758015882,0.23285
Adam,LeakyReLU,LeCun,CrossEntropy,2.2649886487603865,0.23893333333333333
Adam,LeakyReLU,LeCun,MSE,0.09005843194388917,0.11233333333333333
Adam,LeakyReLU,LeCun,MAE,0.1798846028438004,0.11088333333333333
Adam,LeakyReLU,LeCun,Huber,0.044499628319889586,0.18461666666666668
Adam,PReLU,Random,CrossEntropy,2.3015712274280813,0.39873333333333333
Adam,PReLU,Random,MSE,0.0900007740675374,0.08651666666666667
Adam,PReLU,Random,MAE,0.17999925348244863,0.16516666666666666
Adam,PReLU,Random,Huber,0.04498959595688683,0.31238333333333335
Adam,PReLU,Xavier,CrossEntropy,2.223154492978838,0.19173333333333334
Adam,PReLU,Xavier,MSE,0.09066913608891532,0.07696666666666667
Adam,PReLU,Xavier,MAE,0.17947488198912095,0.12248333333333333
Adam,PReLU,Xavier,Huber,0.04431625956879853,0.1869
Adam,PReLU,He,CrossEntropy,2.131439941383381,0.26238333333333336
Adam,PReLU,He,MSE,0.09175928298862063,0.09741666666666667
Adam,PReLU,He,MAE,0.1791114328229014,0.10175
